id,original_comment,stemmed_comment,toxicity_score,severity_level,category,is_cyberbullying,sample_weight
20,Coach EVOS  musuh dalam selimut kocak bner,coach evos musuh selimut kocak bner,0,safe,non-cyberbullying,0,0.5290237467018469
21,Sendal kenapa masih dipertahankan ya epos epos,sendal kasih tahan epos epos,0,safe,non-cyberbullying,0,0.5290237467018469
22,Lucunya evos udh tau rrq snowbol malah war terus 😄,lucu evos tahu rrq snowbol malah war terus,0,safe,non-cyberbullying,0,0.5290237467018469
23,Kasian albertt berusaha sendiri,kasi albertt usaha sendiri,0,safe,non-cyberbullying,0,0.5290237467018469
24,Gabakal juara rrq 100%,gabakal juara rrq,0,safe,non-cyberbullying,0,0.5290237467018469
25,Setsujin is back🎉❤,setsujin is back,0,safe,non-cyberbullying,0,0.5290237467018469
26,"17:18 masa menit10 beda 14k gold, udah kaya main di GM😅",masa menit beda k gold kaya main gm,0,safe,non-cyberbullying,0,0.5290237467018469
27,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 gokil bgt, pecah trs ga sia2 anjay",gokil banget pecah terus sia anjay,1,minor_negative,non-cyberbullying,0,0.5290237467018469
28,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Lunas utang, auto kaya cok",lunas utang auto kaya cok,0,safe,non-cyberbullying,0,0.5290237467018469
29,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Cuma depo 100k, jd sultan",cuma depo k jadi sultan,0,safe,non-cyberbullying,0,0.5290237467018469
30,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Depo 50 jadi 5jt anjay,depo jadi jt anjay,1,minor_negative,non-cyberbullying,0,0.5290237467018469
31,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Depo dikit lunas utang cok,depo dikit lunas utang cok,0,safe,non-cyberbullying,0,0.5290237467018469
32,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Baru depo 50 ribu, langsung mekswin 5 juta. Gokil ga sih?",baru depo ribu langsung mekswin juta gokil sih,0,safe,non-cyberbullying,0,0.5290237467018469
33,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 member bru pasti jepe,member bru jepe,0,safe,non-cyberbullying,0,0.5290237467018469
34,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Modal kecil mekswin trs,modal kecil mekswin terus,0,safe,non-cyberbullying,0,0.5290237467018469
35,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Baru maen udah mekswin, gila!",baru maen mekswin gila,0,safe,non-cyberbullying,0,0.5290237467018469
36,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 mekswin trs jd lupa utang,mekswin terus jadi lupa utang,0,safe,non-cyberbullying,0,0.5290237467018469
37,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 gokil bgt, pecah trs ga sia2 anjay",gokil banget pecah terus sia anjay,1,minor_negative,non-cyberbullying,0,0.5290237467018469
38,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Depo 50 jadi 5 juta, mantap!",depo jadi juta mantap,0,safe,non-cyberbullying,0,0.5290237467018469
39,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Lunas utang, auto kaya cok",lunas utang auto kaya cok,0,safe,non-cyberbullying,0,0.5290237467018469
40,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Depo dikit lunas utang cok,depo dikit lunas utang cok,0,safe,non-cyberbullying,0,0.5290237467018469
41,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Depo 50 jadi 5jt anjay,depo jadi jt anjay,1,minor_negative,non-cyberbullying,0,0.5290237467018469
42,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Modal kecil mekswin trs,modal kecil mekswin terus,0,safe,non-cyberbullying,0,0.5290237467018469
43,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Baru maen udah mekswin, gila!",baru maen mekswin gila,0,safe,non-cyberbullying,0,0.5290237467018469
44,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 mekswin trs jd lupa utang,mekswin terus jadi lupa utang,0,safe,non-cyberbullying,0,0.5290237467018469
45,"🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 Baru depo 50 ribu, langsung mekswin 5 juta. Gokil ga sih?",baru depo ribu langsung mekswin juta gokil sih,0,safe,non-cyberbullying,0,0.5290237467018469
46,🌟𝐃𝐎𝐑𝐀𝟕𝟕🌟 member bru pasti jepe,member bru jepe,0,safe,non-cyberbullying,0,0.5290237467018469
47,Jangan di ubah lagi sutsujin kemistrinya rrq udah bagus,jangan ubah sutsujin mistri rrq bagus,0,safe,non-cyberbullying,0,0.5290237467018469
48,Rinz ga bisa main lele,rinz bisa main lele,0,safe,non-cyberbullying,0,0.5290237467018469
49,Toy cuma bisa granger,toy cuma granger,0,safe,non-cyberbullying,0,0.5290237467018469
50,"Kata onic,badut vs badutttt",kata onicbadut vs badutttt,0,safe,non-cyberbullying,0,0.5290237467018469
51,"Kok mainin sutsujin,kenapa gak zunesh aja wkwkwkwkwkwkwk",kok mainin sutsujinkenapa zunesh wkwkwkwkwkwkwk,0,safe,non-cyberbullying,0,0.5290237467018469
52,Itu erlan ngapain yaaa,erlan ngapain yaaa,0,safe,non-cyberbullying,0,0.5290237467018469
53,"Menit 7 padahal evos war di mid goldlane nya clear lane , itu gada info apa dari mid suruh mundur",menit padahal evos war mid goldlane clear lane gada info apa mid suruh mundur,0,safe,non-cyberbullying,0,0.5290237467018469
54,Ya elah cuman stag di el clasico aja 😂😅 lawan si O kagak mampu boss🤭🤭😁✌✌,elah cuma stag el clasico lawan si o kagak mampu boss,0,safe,non-cyberbullying,0,0.5290237467018469
55,"dari dulu itu ujin punya potensi besar, makanya jgn dibuat ga main",dulu ujin punya potensi benar makanya jangan buat main,0,safe,non-cyberbullying,0,0.5290237467018469
56,"9:21 momen gila rezzz
Gak nyangka banget gua udah ada pengganti lek dyren secepet ini",momen gila rezzz nyangka banget sudah ganti lek dyren secepet,0,safe,non-cyberbullying,0,0.5290237467018469
57,Ya mungkin,mungkin,0,safe,non-cyberbullying,0,0.5290237467018469
58,Itu serius vyn coachnya,serius vyn coachnya,0,safe,non-cyberbullying,0,0.5290237467018469
59,Ngapai lah evos beli KYY.. 😂😂.. kerjaannya juga cuma ngetnot 🤣🤣,ngapai lah evos beli kyy kerja cuma ngetnot,0,safe,non-cyberbullying,0,0.5290237467018469
60,Punya jungler keren dan perfomanya bagus di diemin 😅😅 coba dari awal di mainin pasti ga jauh jatuhnya,punya jungler keren perfomanya bagus diemin coba awal mainin tidak jauh jatuh,0,safe,non-cyberbullying,0,0.5290237467018469
61,"Aku nonton ini sambil senyum-senyum sendiri,🀄ℙℝ𝕆𝔹𝔼𝕋855🀄Vibes-nya positif,cara ngomongmu ramah banget, dan yang jelas... nggak ngebosenin! Ini tipe konten yang bisa ditonton berulang-ulang tanpa bikin jenuh. Terima kasih udah nyebarin energi baik. Semoga kamu selalu dilimpahi ide-ide hebat kayak gini terus ya!💯",aku nonton sambil senyumsenyum sendirivibesnya positifcara ngomongmu ramah banget jelas ngebosenin tipe konten yang bisa tonton berulangulang bikin jenuh terima kasih nyebarin energi baik moga kamu selalu limpah ideide hebat gin terus,0,safe,non-cyberbullying,0,0.5290237467018469
62,"dulu fans epos hampir 70%
dan sekarang tinggal 30% sisanya pindah ke onic,",dulu fans epos hampir sekarang tinggal sisa pindah onic,0,safe,non-cyberbullying,0,0.5290237467018469
63,"dulu fans epos hampir 70%
dan sekarang tinggal 30% sisanya pindah ke onic,",dulu fans epos hampir sekarang tinggal sisa pindah onic,0,safe,non-cyberbullying,0,0.5290237467018469
64,Albert vs rrq ini mah 😂,albert vs rrq mah,0,safe,non-cyberbullying,0,0.5290237467018469
65,keliatan siapa player yg bermasalah,liat siapa player masalah,0,safe,non-cyberbullying,0,0.5290237467018469
66,Momen Emote😂😂 9:08,momen emote,0,safe,non-cyberbullying,0,0.5290237467018469
67,APA ITU ZUNESH GOBLOK. BAGUSAN HAZLE. UJIN LEBIH BAGUS DARI KEDUANYA,apa zunesh goblok bagus hazle ujin lebih bagus dua,4,moderate_toxic,cyberbullying,1,9.113636363636363
68,sandal out aja,sandal out,0,safe,non-cyberbullying,0,0.5290237467018469
69,please roster ini kedepannya jangan pake Juned lagiii,please roster depan jangan pakai juned,0,safe,non-cyberbullying,0,0.5290237467018469
70,13:43,,0,safe,non-cyberbullying,0,0.5290237467018469
71,"Coba RRQ pas lawan ONIC pake sutsujin, pasti menang....",coba rrq pas lawan onic pakai sutsujin memang,0,safe,non-cyberbullying,0,0.5290237467018469
72,"Pak ap: RRQ boleh kalah sama tim manapun, asal jangan sama EVOS",pak ap rrq kalau sama tim mana asal jangan sama evos,0,safe,non-cyberbullying,0,0.5290237467018469
73,16:36 momen YSS ulti kena 3 orang,momen yss ulti orang,0,safe,non-cyberbullying,0,0.5290237467018469
74,"Ujin tipikal player pendiam dan pemalu.
Digameplay dia gmw diliat org dia yg paling nonjol.",ujin tipikal player diam malu digameplay gmw liat orang yang paling nonjol,0,safe,non-cyberbullying,0,0.5290237467018469
75,king erlan epic,king erlan epic,0,safe,non-cyberbullying,0,0.5290237467018469
76,fams are you ready:sunyii aowowkw,fams are you readysunyii aowowkw,0,safe,non-cyberbullying,0,0.5290237467018469
77,Haha udah kaya lawan partyan public😂,haha kaya lawan partyan public,0,safe,non-cyberbullying,0,0.5290237467018469
78,Akhir ny ujin main ini ni yg buat kemaren kalah coba kalo ujin dari kemaren main pasti ga bakal kalah,akhir ny ujin main ni buat kemaren kalau coba kalau ujin kemaren main tidak bakal kalau,0,safe,non-cyberbullying,0,0.5290237467018469
79,Uhuyyy,uhuyyy,0,safe,non-cyberbullying,0,0.5290237467018469
80,Mnt 9 yss lvl15 😂,mnt yss lvl,0,safe,non-cyberbullying,0,0.5290237467018469
81,EVOS jangan harap kalo mm nya masih erlan,evos jangan harap kalau mm kasih erlan,0,safe,non-cyberbullying,0,0.5290237467018469
82,Kata gue mslhnya cm di zunesh yg demen blunder. Sekali dibalikin ke si ujin lngsng keliatan perbedaan gameplay kan 😅 (walopun gameplay ujin masi suka kalah retri dibanding jungler tim lain),kata mslhnya cuma zunesh demen blunder sekali dibalikin si ujin lngsng liat beda gameplay walopun gameplay ujin mas suka kalau retri banding jungler tim,0,safe,non-cyberbullying,0,0.5290237467018469
83,Lane of down 6:31,lane of down,0,safe,non-cyberbullying,0,0.5290237467018469
84,lol malah maenin xorizo,lol malah maenin xorizo,0,safe,non-cyberbullying,0,0.5290237467018469
85,Rendyy mana woy 😮,rendyy mana woy,0,safe,non-cyberbullying,0,0.5290237467018469
86,Astaghfirullah pada judol,astaghfirullah judol,0,safe,non-cyberbullying,0,0.5290237467018469
87,Lah evos gomta ganti pemain sudah betul2 kayak kemaren lawan dewa mlh gati pemain lagi bobrok evos lama2,lah evos gomta main betul kemaren lawan dewa mlh gati main bobrok evos lama,0,safe,non-cyberbullying,0,0.5290237467018469
88,Udah paling bener sutsujin jngler good bles rrq🔥🫵,paling benar sutsujin jngler good bles rrq,0,safe,non-cyberbullying,0,0.5290237467018469
89,Udh gua bilang yg bermasalah itu si zuned,saya bilang masalah si zuned,0,safe,non-cyberbullying,0,0.5290237467018469
90,"Astagaaa si swallok ngapain main dstu, gda pemain lain apa?",astagaaa si swallok ngapain main dstu gda main apa,0,safe,non-cyberbullying,0,0.5290237467018469
91,Apa cmn gw yang ngeuh klo toy tiap pake granger tp tanpa skin lebih jagoo,apa cuma yang ngeuh kalau toy tiap pakai granger tanpa skin lebih jagoo,0,safe,non-cyberbullying,0,0.5290237467018469
92,Buzzer kemarin balik lgi di youtube MPL wkwk,buzzer kemarin balik di youtube mpl wkwk,0,safe,non-cyberbullying,0,0.5290237467018469
93,makanya jangan juned mulu akhh dimainin😂😂,makanya jangan juned mulu akhh dimainin,0,safe,non-cyberbullying,0,0.5290237467018469
94,sutsujin main yss di mpl berasa main rank,sutsujin main yss mpl asa main rank,0,safe,non-cyberbullying,0,0.5290237467018469
95,JANGAN JUDI GUYS!!!,jangan judi guys,0,safe,non-cyberbullying,0,0.5290237467018469
96,kuch evos gak bisa ngedraft kah,kuch evos bisa ngedraft,0,safe,non-cyberbullying,0,0.5290237467018469
97,"Anjir chants² Persija pada di pake 😅 ( Dewi Fortuna, Persija dulu baru kamu)",anjir chants persija di pakai dewi fortuna persija dulu baru kamu,1,minor_negative,non-cyberbullying,0,0.5290237467018469
98,Mbak juneng ga main ga seru,mbak juneng main seru,0,safe,non-cyberbullying,0,0.5290237467018469
99,Akhir nya main koh susutsujin,akhir main koh susutsujin,0,safe,non-cyberbullying,0,0.5290237467018469
100,"Rendi diganti,, sutjin dimainin.😂😂😂😂MPL lawakkk😂😂😂😂",rendi ganti sutjin dimaininmpl lawakkk,0,safe,non-cyberbullying,0,0.5290237467018469
101,Anak SONIC liat game ini pasti terasa hambar..... Engga woowww gituuuuu,anak sonic liat game pasti asa hambar engga woowww gituuuuu,0,safe,non-cyberbullying,0,0.5290237467018469
102,"Mending mainin ujin aja , biar seru leg 2 lawan onic , kalo zunes penis mah , gamenya ngantuk",mending mainin ujin biar seru leg lawan onic kalau zunes penis mah gamenya ngantuk,0,safe,non-cyberbullying,0,0.5290237467018469
103,"Kenapa di mainkan sutsujin, kan lebih jago jungkir barunya.",di main sutsujin lebih jago jungkir baru,0,safe,non-cyberbullying,0,0.5290237467018469
104,Kocak Claude,kocak claude,0,safe,non-cyberbullying,0,0.5290237467018469
105,Sendal nih mainnya nyebelin terus.   😂😂😂,sendal nih main nyebelin terus,0,safe,non-cyberbullying,0,0.5290237467018469
106,Ternyata zunesh nya tolol😂😂😂,nyata zunesh tolol,4,moderate_toxic,cyberbullying,1,9.113636363636363
107,Kangen lemon,kangen lemon,0,safe,non-cyberbullying,0,0.5290237467018469
108,"Nah ini menarik.   Ujin kan keren !!!!🎉🎉

Anda tuh spesialis runer up . 

Jgn mau kalah sama EVOS .. amanin posisi Runner up sejak dini .😂",nah tarik ujin keren tuh spesialis runer up jangan mau kalau sama evos amanin posisi runner up sejak dini,0,safe,non-cyberbullying,0,0.5290237467018469
109,HIDUP JOKOWI,hidup jokowi,0,safe,non-cyberbullying,0,0.5290237467018469
110,berisik bgt kingdom baru kuga game 1😂,berisik banget kingdom baru kuga game,0,safe,non-cyberbullying,0,0.5290237467018469
111,albert suru out aj,albert suru out,0,safe,non-cyberbullying,0,0.5290237467018469
112,lahhh rendy knapa diganti?,lahhh rendy knapa ganti,0,safe,non-cyberbullying,0,0.5290237467018469
113,Jelek bener gameplay evos. Bau2 ky turun mdl wkwk,jelek benar gameplay evos bau ky turun mdl wkwk,4,moderate_toxic,cyberbullying,1,9.113636363636363
114,Dyren otw onic,dyren otw onic,0,safe,non-cyberbullying,0,0.5290237467018469
115,Sia² beli sendal dan xorizo kecewa evos lawan RRQ lemah,sia beli sendal xorizo kecewa evos lawan rrq lemah,0,safe,non-cyberbullying,0,0.5290237467018469
116,"Evos kasihan sama rrq ,biar dapet point boyy",evos kasih sama rrq biar point boyy,0,safe,non-cyberbullying,0,0.5290237467018469
117,Suwelow beban di evos mending Rendy aja wkwkwk.. 😢,suwelow beban evos mending rendy wkwkwk,0,safe,non-cyberbullying,0,0.5290237467018469
118,Woee evos mna roam rendy,woee evos mna roam rendy,0,safe,non-cyberbullying,0,0.5290237467018469
119,"Kyy roam sekalas mpl mau inisiasi keliatan bgt sama musuhnya, kek bocah epic maen rank",kyy roam kalas mpl mau inisiasi liat banget sama musuh bocah epic maen rank,0,safe,non-cyberbullying,0,0.5290237467018469
120,Gw heran si kzqyut dapet ide dari mana gati sutsujin sama jung aneh,heran si kzqyut ide mana gati sutsujin sama jung aneh,0,safe,non-cyberbullying,0,0.5290237467018469
121,DYREEEEENNNNN MANA DYREEEEENN,dyreeeeennnnn mana dyreeeeenn,0,safe,non-cyberbullying,0,0.5290237467018469
122,Boikot dyf,boikot dyf,0,safe,non-cyberbullying,0,0.5290237467018469
123,Kok Rendy di ganti sama Xorizo,kok rendy nanti sama xorizo,0,safe,non-cyberbullying,0,0.5290237467018469
124,Xoryzo..anak emas pelatih yg notabene pecinta sejati RRQ. Ganti pelatih norak,xoryzoanak emas latih notabene cinta sejati rrq latih norak,0,safe,non-cyberbullying,0,0.5290237467018469
125,Gasabar gua liat roster skrng rrq vs Sonic apakah Sonic bakalan diayam ayamin lagi sama RRQ atau sebaliknya,gasabar liat roster skrng rrq vs sonic sonic bakal ayam ayamin sama rrq balik,0,safe,non-cyberbullying,0,0.5290237467018469
126,Kingdom vs Everybody,kingdom vs everybody,0,safe,non-cyberbullying,0,0.5290237467018469
127,SOnic lagi nyimak 🤗,sonic nyimak,0,safe,non-cyberbullying,0,0.5290237467018469
128,Epos epos menang,epos epos memang,0,safe,non-cyberbullying,0,0.5290237467018469
129,Hanya bisa jadi notifikasi 😂😅😂😅😂😅😂,bisa jadi notifikasi,0,safe,non-cyberbullying,0,0.5290237467018469
130,Badut mpl yg real badut tu EVOS sebenarnya wkwkwk team di goa gini ngapain di mpl,badut mpl real badut tu evos benar wkwkwk team goa gin ngapain mpl,0,safe,non-cyberbullying,0,0.5290237467018469
131,Akhirnya ujin mainnnn 🎉🎉,akhir ujin mainnnn,0,safe,non-cyberbullying,0,0.5290237467018469
132,mic casternya pake yang bagus sih,mic casternya pakai bagus sih,0,safe,non-cyberbullying,0,0.5290237467018469
133,Si Erlan ya bego,si erlan bego,4,moderate_toxic,cyberbullying,1,9.113636363636363
134,Rw,rw,0,safe,non-cyberbullying,0,0.5290237467018469
135,ez game,ez game,0,safe,non-cyberbullying,0,0.5290237467018469
136,Seneng kalo SUT sujij main,neng kalau sut sujij main,0,safe,non-cyberbullying,0,0.5290237467018469
137,udah dibilangin penyakitnya ada di kyy,dibilangin sakit di kyy,0,safe,non-cyberbullying,0,0.5290237467018469
138,Boleh si ujin lev 15 mnit 9,si ujin lev mnit,0,safe,non-cyberbullying,0,0.5290237467018469
139,Sisssttt🤫,sisssttt,0,safe,non-cyberbullying,0,0.5290237467018469
140,"Bahkan di lagu remix, ada sound effect P҉U҉L҉A҉U҉W҉I҉N҉ nyelip lucu.",di lagu remix sound effect pulauwin nyelip lucu,0,safe,non-cyberbullying,0,0.5290237467018469
141,Cici semahal itu?,cici mahal,0,safe,non-cyberbullying,0,0.5290237467018469
142,Sekarang semua timeline dipenuhi dengan 🅿︎🆄🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎.,sekarang semua timeline penuh,0,safe,non-cyberbullying,0,0.5290237467018469
143,Sticker di laptop mahasiswa zaman now pasti ada ❝PULAUWIN❞.,sticker laptop mahasiswa zaman now ada pulauwin,0,safe,non-cyberbullying,0,0.5290237467018469
144,"Teman lama ngajak reuni, katanya semua udah main bareng P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟.",teman lama ngajak reuni kata semua main bareng pulauwin,0,safe,non-cyberbullying,0,0.5290237467018469
145,"Komentar netizen di IG, isinya pada bahas P͙U͙L͙A͙U͙W͙I͙N͙.",komentar netizen ig isi bahas pulauwin,0,safe,non-cyberbullying,0,0.5290237467018469
146,"Lihat orang jualan kaos di pasar, ada yang tulisannya 🅿︎︎︎︎🆄︎🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎.",lihat orang jual kaos pasar yang tulis,0,safe,non-cyberbullying,0,0.5290237467018469
147,"Setiap nongkrong bareng teman, pasti ada bahasan 𝔓𝔘𝔏𝔄𝔘𝔚𝔌𝔑.",nongkrong bareng teman ada bahas,0,safe,non-cyberbullying,0,0.5290237467018469
148,"Di belakang mobil travel, ada stiker besar bertuliskan P͓̽U͓̽L͓̽A͓̽U͓̽W͓̽I͓̽N͓̽.",belakang mobil travel stiker benar tulis pulauwin,0,safe,non-cyberbullying,0,0.5290237467018469
149,"Ada mural keren di tembok kampus, tulisannya ✧𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉✧.",mural keren tembok kamu tulis,0,safe,non-cyberbullying,0,0.5290237467018469
150,"Setiap buka Twitter, trending topic-nya gak jauh-jauh dari 🅿︎🆄🅻︎🅰︎🆄︎🆆︎🅸︎🅽︎.",bukan twitter trending topicnya jauhjauh,0,safe,non-cyberbullying,0,0.5290237467018469
151,Kalender meja teman kantor ada logo ❝PULAUWIN❞ kecil di sudutnya.,kalender meja teman kantor logo pulauwin kecil sudut,0,safe,non-cyberbullying,0,0.5290237467018469
152,Makasih VYN akhirnya RRQ bisa main bagus.,terima kasih vyn akhir rrq main bagus,0,safe,non-cyberbullying,0,0.5290237467018469
153,padahal cuman ingin liat rrq hancur gragra buang skyler gw,padahal cuma liat rrq hancur gragra buang skyler,0,safe,non-cyberbullying,0,0.5290237467018469
154,"Lagi ngopi di warung, orang sebelah ngobrolin P͟͟U͟͟L͟͟A͟͟U͟͟W͟͟I͟͟N͟͟.",ngopi warung orang belah ngobrolin pulauwin,0,safe,non-cyberbullying,0,0.5290237467018469
155,"Menang kalah ,aku tetep dukung #evos 🎉",memang kalau aku tetep dukung,0,safe,non-cyberbullying,0,0.5290237467018469
156,Zunesh out,zunesh out,0,safe,non-cyberbullying,0,0.5290237467018469
157,ROAM EVOS ITU PERLU DI EVALUASI LAGI BNYAKAN BLUNDER DARI KEMARIN2 LAWAN DEWA,roam evos perlu evaluasi bnyakan blunder kemarin lawan dewa,0,safe,non-cyberbullying,0,0.5290237467018469
158,Muali dah peternak2 pada keluar 😂😂😂😂,mual ternak keluar,0,safe,non-cyberbullying,0,0.5290237467018469
159,Seharus nya di turnamen ga usah ada lord karna lord membantu tim bisa memenangkan pertandingan,harus di turnamen usah lord lord bantu tim menang tanding,0,safe,non-cyberbullying,0,0.5290237467018469
160,Akhirnya rrq terkoar setelah makan seblak dan dengar aung macan😅😅,akhir rrq koar akan seblak dengan aung macan,0,safe,non-cyberbullying,0,0.5290237467018469
161,😜👆,,0,safe,non-cyberbullying,0,0.5290237467018469
162,"kalau onic season lalu : yeb tolongin yeb
rrq season ini : jin tolongin jin",kalau onic season lalu yeb tolongin yeb rrq season jin tolongin jin,0,safe,non-cyberbullying,0,0.5290237467018469
163,Ini rrq yang kita kenal sutsujin main ngeriii,rrq kita kenal sutsujin main ngeriii,0,safe,non-cyberbullying,0,0.5290237467018469
164,Albert di rrq dan evos dua² nya kalah lawan sutsujin,albert rrq evos ya kalau lawan sutsujin,0,safe,non-cyberbullying,0,0.5290237467018469
165,Spirit 9KG...mad love Artur🎉🎉❤,spirit kgmad love artur,0,safe,non-cyberbullying,0,0.5290237467018469
166,"Memalukan, kalah sama RRQ",malu kalau sama rrq,0,safe,non-cyberbullying,0,0.5290237467018469
167,GG rrq,gg rrq,0,safe,non-cyberbullying,0,0.5290237467018469
168,KOCAKK vynn draft nya😂😂,kocakk vynn draft,0,safe,non-cyberbullying,0,0.5290237467018469
169,"ERLAN poke BEBAN EVOS

Kasian banget liat Albert 😢",erlan poke beban evos kasi banget liat albert,3,moderate_toxic,non-cyberbullying,0,0.5290237467018469
170,Waaaahhh menang nih RRQ 😂,waaaahhh memang nih rrq,0,safe,non-cyberbullying,0,0.5290237467018469
171,"Nah ini baru bnran rrq, susunan player yang dlu lebih baik drpd yang kemarin²",nah baru bnran rrq susun player dlu lebih baik drpd kemarin,0,safe,non-cyberbullying,0,0.5290237467018469
172,Dri kmrin² sitsujin dimainin kan enak lihat nya,kmrin sitsujin dimainin enak lihat,0,safe,non-cyberbullying,0,0.5290237467018469
173,Ini turnamen ape custom kok gampang banget sih dek 😂😂😂😂😂,turnamen ape custom kok gampang banget sih dek,0,safe,non-cyberbullying,0,0.5290237467018469
174,Erlan tanpa Granger = erlin 😂,erlan granger erlin,0,safe,non-cyberbullying,0,0.5290237467018469
175,onic dyren kapan di announcement?,onic dyren kapan announcement,0,safe,non-cyberbullying,0,0.5290237467018469
176,#VIVAROAR,,0,safe,non-cyberbullying,0,0.5290237467018469
177,Udah paling bener Rendy yg main malah di ganti🙄,paling benar rendy main malah nanti,0,safe,non-cyberbullying,0,0.5290237467018469
178,kok xorizo sih,kok xorizo sih,0,safe,non-cyberbullying,0,0.5290237467018469
179,Zunest out dahh bagusan sutsujin,zunest out dahh bagus sutsujin,0,safe,non-cyberbullying,0,0.5290237467018469
180,Udh di bilang mainin sutsujin,di bilang mainin sutsujin,0,safe,non-cyberbullying,0,0.5290237467018469
181,Uchiha Veye'eng,uchiha veyeeng,0,safe,non-cyberbullying,0,0.5290237467018469
182,Bener bener hina ini 😂,benar benar hina,4,moderate_toxic,cyberbullying,1,9.113636363636363
183,Semenjak gabung RRQ SUTSUJIN adalah jungler Indonesia yg paling sangat mengerikan dan sangat kuat versi saya. Cuma sayang tim nya sering blunder.,semenjak gabung rrq sutsujin jungler indonesia paling sangat keri sangat kuat versi cuma tim sering blunder,0,safe,non-cyberbullying,0,0.5290237467018469
184,EVOS is back 🗿,evos is back,0,safe,non-cyberbullying,0,0.5290237467018469
185,Skylar kata Caster,skylar kata caster,0,safe,non-cyberbullying,0,0.5290237467018469
186,"Roar :""v",roar v,0,safe,non-cyberbullying,0,0.5290237467018469
187,"Evos aja yg lemah, bukan RRQ yg wah",evos lemah bukan rrq yang wah,0,safe,non-cyberbullying,0,0.5290237467018469
